0.888163265,157.455,0.464399093
1.369977324,156.994,0.081292517
1.487528345,165.051,0.300430839
1.787959184,160.229,0.232199546
2.071655329,147.092,0.111020408
2.188480726,176.248,0.261224490
2.455510204,161.95,0.226394558
2.821224490,138.342,0.156734694
2.983764172,133.22,0.684988662
3.674557823,132.002,0.121904762
3.802267574,140.778,0.257596372
4.092517007,146.439,0.110317460
4.307301587,136.152,0.296780045
4.604081633,139.243,0.196643991
4.847165533,140.443,0.452789116
6.089433107,130.677,0.212607710
6.302040816,133.551,0.095056689
6.513197279,117.937,0.168344671
6.849886621,117.837,0.150929705
7.198185941,118.539,0.104489796
7.542857143,107.772,0.123356009
7.691609977,121.116,0.238004535
7.981859410,162.407,0.551473923
8.568163265,207.637,0.306213152
8.874376417,183.03,0.108843537
8.986122449,160.59,0.615328798
10.617324263,148.363,0.121927438
10.768253968,159.186,0.278662132
11.215238095,217.899,0.420136054
11.635374150,214.723,0.126984127
11.778321995,216.476,0.342494331
12.126621315,163.596,0.284444444
12.579410431,137.376,0.278639456
12.863854875,163.528,0.377324263
13.810068027,156.699,0.143673469
13.953741497,166.589,0.140770975
14.268662132,198.444,0.238004535
14.675011338,176.116,0.133514739
15.063945578,177.122,0.188662132
15.252607710,164.103,0.037732426
15.464489796,122.36,0.545668934
16.904126984,195.825,0.342494331
17.298866213,179.737,0.226394558
17.531065760,161.229,0.174172336
17.726984127,168.825,0.087074830
17.827120181,153.115,0.417959184
18.390204082,163.603,0.267029478
18.813968254,175.13,0.191564626
19.110022676,162.976,0.330884354
19.475736961,139.276,0.708231293
20.207165533,124.833,0.098707483
20.433560091,104.407,1.097142857
