0.754648526,155.755,0.133514739
0.963628118,235.709,0.355555556
1.319183673,243.14,0.195918367
1.520907029,279.289,0.342494331
1.944671202,298.382,0.127709751
2.142040816,229.207,0.470204082
2.629659864,229.416,0.121904762
3.053424036,289.998,0.168344671
3.233378685,352.212,0.510839002
3.755827664,402.958,0.272834467
4.176326531,304.679,0.094693878
4.365351474,353.381,0.243809524
5.265124717,263.144,0.104489796
5.377959184,309.311,0.071836735
5.479909297,389.957,0.174149660
5.793378685,395.808,0.191564626
5.990748299,322.602,0.267029478
6.344852608,301.505,0.104126984
6.448979592,310.128,0.122267574
6.594467120,341.175,0.377324263
6.974693878,349.587,0.081632653
7.151746032,298.127,0.261224490
7.552290249,295.388,0.150566893
7.702857143,319.618,0.339591837
8.042448980,312.594,0.154195011
8.202448980,272.156,0.284444444
8.573968254,219.62,0.226394558
8.823582766,247.885,0.330884354
9.734965986,156.286,0.220589569
10.036825397,230.234,0.284444444
10.344489796,250.381,0.145124717
10.541859410,271.343,0.133514739
10.832108844,292.278,0.174149660
11.012063492,241.404,0.534058957
11.609977324,238.117,0.259410431
11.869387755,258.255,0.054058957
12.022857143,302.886,0.104489796
12.149841270,347.348,0.220589569
12.736145125,398.219,0.208979592
12.950929705,320.87,0.243809524
13.287619048,355.947,0.336689342
14.169977324,332.101,0.243083900
14.413061224,332.603,0.128435374
14.541496599,408.963,0.142585034
14.704036281,408.495,0.113197279
14.817233560,379.941,0.105941043
14.924625850,300.234,0.179954649
15.238095238,315.687,0.121904762
15.516734694,342.697,0.191564626
15.795374150,353.055,0.174149660
16.050793651,312.511,0.150929705
16.323628118,298.021,0.104489796
16.613877551,312.201,0.243809524
16.869297052,320.341,0.121904762
17.118911565,284.034,0.115374150
17.234285714,261.313,0.006553288
17.246621315,259.242,0.075487528
17.327891156,220.326,0.359909297
17.716825397,240.602,0.406349206
