1.311927438,255.576,0.092902494
1.493333333,211.728,0.226757370
1.795918367,225.782,0.226757370
2.171065760,202.571,0.087074830
2.478730159,220.448,0.081269841
2.699319728,277.671,0.106757370
2.806077098,266.367,0.657664399
3.463741497,260.275,0.129546485
3.599092971,220.661,0.267029478
3.964807256,204.192,0.133514739
4.104126984,223.524,0.307664399
4.435011338,254.771,0.069659864
4.667210884,203.31,0.191564626
5.607619048,251.096,0.165192744
5.772811791,261.18,0.223741497
6.101043084,260.549,0.200816327
6.301859410,264.555,0.118458050
6.426122449,311.387,0.986848073
7.418775510,278.925,0.267029478
7.830929705,249.881,0.023219955
8.022494331,271.325,0.243809524
8.272108844,314.364,0.203174603
8.481088435,260.898,0.208979592
9.496961451,206.522,0.197369615
9.967165533,209.561,0.246371882
10.213537415,216.161,0.101927438
10.443174603,267.303,0.818503401
11.337142857,229.491,0.313469388
11.656417234,203.754,0.150929705
11.813151927,223.863,0.301859410
12.149841270,276.044,0.191564626
12.347210884,219.159,0.359909297
12.869659864,183.975,0.046439909
12.921904762,159.912,0.238004535
13.374693878,214.898,0.087074830
13.699773243,213.459,0.110294785
13.839092971,214.098,0.162539683
14.129342404,235.232,0.040634921
14.338321995,274.036,0.435374150
14.779501134,271.717,0.429569161
15.214875283,228.323,0.179954649
15.586394558,217.022,0.052244898
15.777959184,234.569,0.290249433
16.085623583,261.736,0.104489796
16.248163265,211.593,0.354104308
