0.679183673,132.94,0.147482993
0.826666667,129.45,0.165986395
1.073922902,131.958,0.110294785
1.311927438,89.9665,0.134421769
1.446349206,87.1157,0.196462585
1.816961451,131.31,0.272834467
2.292970522,135.064,0.144104308
2.437074830,126.79,0.238299320
2.675374150,134.202,0.395464853
3.076643991,118.226,0.075464853
3.175328798,116.202,0.539863946
3.842902494,114.551,0.063854875
4.092517007,77.8405,0.110294785
4.510476190,117.579,0.208979592
4.974875283,131.23,0.150929705
5.131609977,118.618,0.510839002
5.648253968,105.739,0.131247166
5.779501134,107.803,0.112562358
5.921088435,101.523,0.075464853
6.159092971,128.578,0.105623583
6.264716553,128.907,0.050317460
6.315034014,132.756,0.148185941
6.463219955,129.163,0.231746032
6.694965986,132.982,0.183945578
7.174965986,125.585,0.133514739
7.598730159,115.539,0.084104308
7.682834467,126.707,0.182925170
7.871564626,159.259,0.272834467
8.150204082,133.563,0.371519274
8.527528345,114.834,0.174149660
8.881632653,116.641,0.539863946
9.485351474,120.256,0.104489796
9.920725624,117.547,0.116099773
10.338684807,112.342,0.238004535
10.582494331,133.576,0.237414966
10.819909297,126.667,0.163129252
10.988843537,112.705,0.226394558
11.221043084,105.079,0.011609977
11.238458050,100.003,0.185759637
11.430022676,82.0731,0.255419501
11.691247166,95.8839,0.063854875
11.760907029,111.288,0.179954649
11.946666667,137.427,0.191564626
12.144036281,156.037,0.563083900
