0.348299320,201.27,0.150929705
0.574693878,244.127,0.104489796
0.818503401,268.488,0.203174603
1.242267574,204.178,0.319274376
1.578956916,185.661,0.098684807
1.683446712,185.952,0.011609977
1.700861678,188.017,0.005804989
1.718276644,203.155,0.446984127
2.200090703,212.298,0.150929705
2.490340136,241.024,0.087074830
2.716734694,274.399,0.261224490
3.152108844,202.478,0.387301587
3.539410431,193.022,0.042267574
3.599092971,210.965,0.348299320
4.556916100,226.301,0.806893424
5.369614512,257.715,0.058049887
5.433469388,303.93,0.379863946
5.813333333,279.119,0.096145125
5.921088435,298.548,0.377324263
6.304217687,256.29,0.992653061
7.354920635,216.438,0.040725624
7.395646259,201.917,0.330793651
8.161814059,219.973,0.098684807
8.405623583,234.653,0.179954649
8.620408163,273.328,0.116099773
8.777142857,271.623,0.354104308
9.229931973,205.946,0.365714286
9.694331066,212.464,0.255419501
10.123900227,214.535,0.174149660
10.309659864,234.653,0.232199546
10.588299320,267.616,0.412154195
11.046893424,207.65,0.376598639
11.423492063,196.405,0.058775510
11.505487528,208.943,0.354104308
12.318185941,244.909,0.725623583
13.194739229,329.391,0.313469388
13.641723356,324.076,0.429569161
14.106122449,248.136,0.017414966
14.129342404,203.169,0.522448980
